exposure_id,segment,country,stage,EAD,LGD,PD_12m,PD_lifetime,discount_rate,source,ECL_12m,ECL_lifetime
EXP-JGC46HD2,Retail,ES,1,563548.28,0.5709,0.0186,0.0285,0.0841,fallback,5984.1726627672,9169.296821982
EXP-63GAGUVB,Corporate,IT,1,390800.3,0.4749,0.0363,0.0583,0.0839,fallback,6736.955567660999,10819.958942000998
EXP-EVTS1HN6,Corporate,DE,1,3003964.41,0.202,0.0465,0.0643,0.0597,fallback,28216.237703130002,39017.292135726006
EXP-8MTK0RSO,Retail,FR,1,3641442.06,0.5759,0.0287,0.0624,0.0621,fallback,60186.956043559796,130859.4444988896
EXP-2VFHZPQV,Corporate,IT,1,4231718.53,0.487,0.0773,0.0845,0.0936,fallback,159303.467233703,174141.56508729502
EXP-3Q68JOV5,Corporate,CN,1,1921398.78,0.2799,0.0347,0.0976,0.0779,fallback,18661.6432927134,52489.2330077472
EXP-CXN2ELAL,Retail,ES,2,907722.14,0.3291,0.0654,0.0904,0.1057,fallback,19537.0307003196,27005.3146071696
EXP-DKV54C6P,Retail,US,2,2812586.51,0.3542,0.0521,0.089,0.0722,fallback,51902.96518996819,88663.41462393799
EXP-JEQVVIAA,SME,US,2,998770.56,0.2199,0.0446,0.0479,0.1192,fallback,9795.4822180224,10520.2600502976
EXP-7BXCD20J,SME,US,1,1428985.44,0.5367,0.0382,0.1009,0.078,fallback,29296.973751753594,77383.89140188319
EXP-9RX647DI,Corporate,US,1,3875321.04,0.3975,0.0133,0.0342,0.0597,fallback,20487.85350822,52683.051878280006
EXP-033TAYB5,SME,DE,1,4308329.96,0.4897,0.0258,0.032,0.0534,fallback,54432.560880429606,67513.25380518401
EXP-JGEQE515,SME,ES,3,384460.45,0.3317,0.0529,0.1098,0.0813,fallback,6746.1006039185,14002.303332897
EXP-K1RD1ZM4,Retail,FR,3,2613600.87,0.2962,0.0435,0.0778,0.0953,fallback,33675.463129689,60228.7593445932
EXP-YQNRM31S,Retail,IT,1,3477875.67,0.2301,0.0446,0.0595,0.0996,fallback,35691.5599483482,47615.4219041865
EXP-N95S2GKF,Corporate,IT,2,778454.64,0.4018,0.074,0.0893,0.0954,fallback,23145.947502048,27931.5285396336
EXP-QJRTMETM,Retail,FR,1,2310161.07,0.2429,0.0177,0.0189,0.0778,fallback,9932.1447930831,10605.5105417667
EXP-X0PKOVTR,SME,ES,1,2544554.85,0.2213,0.0291,0.0359,0.0977,fallback,16386.5006596755,20215.6485801495
EXP-UITJ5ZOO,Corporate,FR,3,1252231.78,0.2444,0.0181,0.0808,0.1077,fallback,5539.422591279201,24728.472120185597
EXP-KV0DSZRK,Corporate,UK,1,1348652.08,0.2823,0.065,0.0893,0.0619,fallback,24747.09134196,33998.6962590312
EXP-ARMGJCY4,Corporate,CN,1,356578.62,0.2749,0.073,0.0829,0.1179,fallback,7155.712772573999,8126.1450526902
EXP-AYKIS11D,Corporate,US,3,15022.3,0.5493,0.0431,0.0463,0.0735,fallback,355.65039870899994,382.05599675699995
EXP-NAMZ6146,SME,CN,2,3676726.87,0.5959,0.028,0.0621,0.0579,fallback,61346.923171324,136058.7117478293
EXP-H9MBUZPH,Corporate,DE,1,2601351.41,0.4559,0.0204,0.0491,0.1144,fallback,24193.504599507603,58230.44489391291
EXP-6Q8SJY5O,SME,ES,1,3197281.43,0.5862,0.0714,0.1189,0.0717,fallback,133821.19112259243,222847.89390022744
EXP-2U2MDA7F,Retail,UK,1,2901788.99,0.4807,0.0684,0.077,0.0866,fallback,95410.47377652122,107406.527496961
EXP-2ABKVBLP,SME,UK,1,3122737.72,0.4657,0.0313,0.0515,0.0535,fallback,45518.305329185205,74894.33624450599
EXP-1FDJ9HVC,Retail,FR,1,1757589.0,0.3133,0.0701,0.1167,0.0831,fallback,38600.74962237,64261.16235279
EXP-667VGP52,SME,FR,3,1251155.24,0.4714,0.037,0.0649,0.1037,fallback,21822.399465032,38277.6682508264
EXP-UWTN5PEP,SME,IT,2,687096.85,0.4217,0.0311,0.0371,0.1154,fallback,9011.185865159501,10749.6783150295
EXP-Q6A1DF62,Corporate,CN,2,1794219.37,0.3417,0.0427,0.11,0.0761,fallback,26178.719197728304,67439.32346019
EXP-OOA35QBB,Corporate,US,3,2720915.06,0.4262,0.0305,0.0834,0.0575,fallback,35369.446956446,96715.14348090481
EXP-C0Y0BHF0,Corporate,ES,1,496021.32,0.3162,0.0437,0.0669,0.0656,fallback,6853.9928384808,10492.725878589601
EXP-73WHCF5S,Corporate,FR,1,3201943.96,0.2619,0.054,0.1043,0.0573,fallback,45283.812648696,87464.8455418332
EXP-O934T3Y4,Retail,CN,1,4165305.0,0.3775,0.0139,0.0224,0.0803,fallback,21856.396661249997,35221.81908
EXP-SZHRKDVN,Corporate,IT,2,118072.81,0.2567,0.0621,0.0789,0.077,fallback,1882.2069293067,2391.4030068003
EXP-EOUBXXQ6,Retail,IT,1,2325178.85,0.5254,0.0204,0.0402,0.0828,fallback,24921.638942916,49110.288505157994
EXP-4H6SSGFX,Corporate,CN,1,2297167.38,0.2036,0.0211,0.0561,0.0822,fallback,9868.5391777848,26238.153927664796
EXP-6XNQXU71,Retail,CN,1,1398917.32,0.505,0.0312,0.0588,0.0591,fallback,22041.34129392,41539.45090008
EXP-CB0IXRYL,SME,FR,3,2948371.98,0.4323,0.0509,0.109,0.1057,fallback,64876.1834339586,138929.351557986
EXP-PCWE4C1V,Retail,US,1,4499973.6,0.2696,0.0725,0.1254,0.1146,fallback,87956.48398559999,152134.387473024
EXP-UHRYI0PT,SME,US,1,547228.42,0.3798,0.0193,0.0639,0.056,fallback,4011.260930578801,13280.8069152324
EXP-6MOTCG06,Retail,UK,2,3149287.16,0.4675,0.0242,0.0809,0.0847,fallback,35629.46028466,119108.40235657
EXP-UECPNCC2,Retail,IT,1,2856146.65,0.3895,0.0346,0.0779,0.0583,fallback,38491.431558055,86661.3444616325
EXP-K3OM5FKT,Retail,FR,2,266880.25,0.4162,0.0116,0.0691,0.1152,fallback,1288.47649658,7675.321199454999
EXP-U79XBPH5,Corporate,DE,1,1568074.22,0.4475,0.0482,0.1106,0.0643,fallback,33822.57688829,77609.48140757001
EXP-R3UV43MC,Corporate,ES,2,1654749.76,0.5029,0.0739,0.0783,0.1018,fallback,61497.6330530656,65159.197132003195
EXP-DRIMR25I,Retail,DE,1,4438717.98,0.3915,0.0191,0.0697,0.1042,fallback,33191.179503147,121121.73881514902
EXP-TB1ZPPEP,Retail,CN,1,2675587.45,0.5441,0.0577,0.1094,0.0746,fallback,83998.91749014652,159263.112191023
EXP-I052U9AZ,SME,US,1,2188258.9,0.2232,0.0262,0.0674,0.0554,fallback,12796.587925776,32919.466648752
EXP-69EOXXC7,Retail,FR,2,2198393.85,0.313,0.032,0.0742,0.0994,fallback,22019.1128016,51056.81780871
EXP-NT5I6LTD,SME,IT,2,4489224.48,0.5435,0.041,0.0622,0.0994,fallback,100035.63370008001,151761.37600353602
EXP-SKTE02BI,Corporate,ES,3,2436176.4,0.2314,0.0738,0.1327,0.1035,fallback,41603.363959247996,74807.132755992
EXP-K8C4NANP,Retail,FR,1,116235.36,0.5345,0.0289,0.0701,0.0766,fallback,1795.493417688,4355.158774392
EXP-MAV6763V,Corporate,US,1,2161113.97,0.2209,0.0314,0.0693,0.0739,fallback,14990.048385552202,33083.13226492891
EXP-CDNZY47Q,Corporate,CN,3,2176039.29,0.371,0.061,0.1125,0.0898,fallback,49245.945171989995,90822.439866375
EXP-I6KYJ91K,Corporate,CN,2,1307902.54,0.5841,0.0427,0.1122,0.0527,fallback,32620.4888033178,85714.72701949079
EXP-VEULJGQP,SME,ES,1,1814857.39,0.4637,0.0648,0.1215,0.1176,fallback,54532.3992889464,102248.2486667745
EXP-C6T8PJ2J,SME,ES,1,3192338.07,0.4226,0.0386,0.0792,0.0659,fallback,52074.5678395452,106847.29981585439
EXP-BY4UBZCZ,Retail,IT,1,743039.91,0.4472,0.0135,0.0215,0.0511,fallback,4485.880544652,7144.1801266679995
EXP-SECHU3YC,SME,ES,1,2706802.36,0.2179,0.0264,0.034,0.06,fallback,15571.0429840416,20053.615964296
EXP-N7KBNKFV,SME,DE,2,3038764.03,0.3441,0.0783,0.1411,0.0648,fallback,81873.51042321089,147539.6209542153
EXP-MH3B0N9C,SME,DE,1,2558872.75,0.5123,0.0456,0.0863,0.0896,fallback,59777.51924802,113131.57699789749
EXP-52VXSLHU,Corporate,FR,1,3155318.63,0.4936,0.0477,0.0562,0.067,fallback,74291.09365413358,87529.54849816159
EXP-Q8OCUCNR,SME,FR,2,1162144.6,0.3259,0.0781,0.1266,0.105,fallback,29579.822453434008,47948.854322724
EXP-1OVEJKLC,Retail,ES,2,2851017.85,0.5307,0.0188,0.0564,0.1188,fallback,28445.061252305997,85335.18375691799
EXP-QGP1ZQD5,Corporate,US,2,2476059.17,0.5526,0.0239,0.0365,0.0517,fallback,32701.6601064738,49941.865852983
EXP-6MOUZE66,Retail,CN,2,4949768.08,0.253,0.0707,0.135,0.0932,fallback,88536.99662376799,169059.32877240004
EXP-OQ4KREG1,Corporate,US,2,235736.11,0.4955,0.0348,0.0662,0.0559,fallback,4064.892039174,7732.639453830999
EXP-PSV8DKMU,Retail,CN,2,2971830.9,0.3479,0.0555,0.0821,0.0856,fallback,57381.448341104995,84883.187546031
EXP-B850PK5L,SME,IT,1,1433433.43,0.3536,0.063,0.1297,0.0616,fallback,31932.309833424002,65740.00929198561
EXP-7917XFH4,SME,US,1,1376504.02,0.3756,0.072,0.0922,0.0519,fallback,37225.073513664,47668.7746938864
EXP-3AH7U0S3,Retail,IT,1,4799684.95,0.4159,0.0659,0.0664,0.1001,fallback,131548.8531694595,132546.94765481201
EXP-90EMC20L,Retail,CN,1,2227581.27,0.3729,0.0284,0.0889,0.0693,fallback,23590.8875785572,73846.12344132872
EXP-6BDZSGU4,Corporate,UK,1,3680253.51,0.4688,0.0152,0.0634,0.1164,fallback,26224.6032514176,109384.20040393919
EXP-YJF30KH5,Corporate,CN,3,49773.24,0.2547,0.0363,0.1023,0.1025,fallback,460.1839654763999,1296.8820845244
EXP-BYWWIMT8,Retail,IT,1,2177250.72,0.3963,0.0528,0.1025,0.1113,fallback,45558.1875057408,88441.55718444
EXP-RDE51K8L,Corporate,UK,2,2430449.15,0.5187,0.0375,0.0625,0.0581,fallback,47275.27402893751,78792.1233815625
EXP-E545VYBJ,SME,FR,2,4782014.48,0.4642,0.0343,0.0622,0.0543,fallback,76139.5214714288,138072.2517645152
EXP-O6J0M3LO,SME,CN,1,1315410.21,0.327,0.0374,0.0683,0.0875,fallback,16087.203786258002,29378.503171161003
EXP-T8AN2LM1,Corporate,DE,3,560474.95,0.5873,0.0528,0.0618,0.0534,fallback,17380.014333527997,20342.516776743
EXP-4I26LH07,Retail,DE,1,1816867.78,0.2794,0.021,0.0585,0.1029,fallback,10660.290012372001,29696.522177322004
EXP-KI1IJE2X,Corporate,FR,3,521578.44,0.3592,0.0439,0.0549,0.1114,fallback,8224.707830947202,10285.5685630752
EXP-A0T7DVO3,Retail,US,1,391870.14,0.4018,0.0592,0.1105,0.1049,fallback,9321.2425973184,17398.603158846
EXP-JXQKD8UR,SME,UK,2,2566654.6,0.2094,0.0292,0.0434,0.0855,fallback,15693.758218608002,23325.654338616
EXP-TDI9OINU,SME,UK,1,95890.54,0.3988,0.0376,0.0637,0.0733,fallback,1437.8671404351999,2435.9610863223998
EXP-RIFWR0UI,Corporate,US,2,4879328.96,0.2382,0.0218,0.0823,0.0676,fallback,25337.1842503296,95653.6818257856
EXP-V5JHURR8,SME,FR,1,3705150.54,0.5337,0.0126,0.0608,0.0823,fallback,24915.7294242948,120228.28166643839
EXP-DZN1F0FP,SME,DE,1,2577011.27,0.5435,0.0795,0.0852,0.112,fallback,111348.1472069775,119331.599270874
EXP-TOKPK7YS,SME,CN,1,861903.21,0.5213,0.0441,0.0965,0.0895,fallback,19814.577322749297,43358.4288354945
EXP-ZSJQ77Z4,Retail,FR,1,716172.81,0.4093,0.0243,0.0673,0.0867,fallback,7123.047606531901,19727.6174452509
EXP-9LGYTLCQ,SME,FR,1,59007.72,0.3665,0.0205,0.0252,0.0745,fallback,443.33975229000004,544.983500376
EXP-K6P0N17U,Corporate,UK,3,4417882.49,0.338,0.011,0.0245,0.0642,fallback,16425.687097820002,36584.484899690004
EXP-D2V1L1VJ,Corporate,US,3,770584.8,0.4923,0.0296,0.048,0.111,fallback,11229.023352384002,18209.22705792
EXP-H7WFRAC8,Corporate,FR,2,4547056.42,0.2837,0.0102,0.0264,0.1065,fallback,13157.9990448108,34055.997527745596
EXP-UNNRLST5,SME,US,1,3327562.72,0.3308,0.045,0.0532,0.1169,fallback,49534.09864992,58560.3121816832
EXP-R2YUPMAN,Corporate,ES,3,4169688.62,0.4845,0.0688,0.108,0.0742,fallback,138990.732583632,218183.12673012
EXP-NG0APSAL,SME,DE,1,1076762.0,0.4239,0.0799,0.1457,0.1141,fallback,36469.50900282,66503.22229926
EXP-RBZJW835,Corporate,ES,2,4608604.13,0.4427,0.0123,0.0315,0.0943,fallback,25094.8172947173,64267.215023056495
EXP-DNWZZG4C,SME,US,1,877117.13,0.5,0.0553,0.0935,0.0539,fallback,24252.2886445,41005.2258275
EXP-4X0LY66G,Corporate,CN,3,3555848.44,0.3257,0.0701,0.0895,0.1161,fallback,81185.6025672508,103653.51540326599
EXP-CG1FJGBV,Corporate,UK,2,80714.35,0.4658,0.0391,0.0858,0.0786,fallback,1470.0326993930003,3225.8006549340002
EXP-MMUZUQED,Corporate,UK,1,3736673.86,0.5351,0.0102,0.0294,0.063,fallback,20394.8406613572,58785.1289650884
EXP-WQ57LY75,Corporate,UK,3,3136858.46,0.208,0.0219,0.0226,0.0593,fallback,14289.017656992,14745.744248767998
EXP-O4JH9JPD,Retail,IT,2,1902759.18,0.3148,0.0295,0.0691,0.0755,fallback,17670.163400988,41390.1115596024
EXP-8VFU9PXY,Corporate,IT,1,2619983.24,0.5318,0.0581,0.07,0.074,fallback,80951.14175655921,97531.49609224004
EXP-HHJ7SWRQ,Corporate,IT,1,2762539.92,0.4973,0.0288,0.0647,0.0895,fallback,39565.759743820796,88885.5783133752
EXP-5APMXD6L,Corporate,ES,2,2946070.0,0.2135,0.0591,0.1032,0.063,fallback,37173.0693495,64911.349524
EXP-0RI0VROB,Retail,FR,2,2200653.47,0.4466,0.0516,0.1002,0.0575,fallback,50713.090928623205,98477.7463381404
EXP-S7587H91,SME,FR,3,3872621.52,0.5816,0.0381,0.0401,0.0733,fallback,85813.2653568192,90317.8987088832
EXP-QFAF5KCI,Retail,FR,2,4851922.39,0.3237,0.0636,0.1197,0.0563,fallback,99888.0788580948,187996.90313386708
EXP-FDTOHRNQ,Retail,FR,1,779148.3,0.4221,0.0643,0.0646,0.0771,fallback,21146.887384749,21245.550933978
EXP-30POCR0V,SME,FR,2,3817591.04,0.2534,0.0641,0.127,0.0625,fallback,62008.902207257604,122856.951331072
EXP-16XEGHPM,Retail,UK,1,1851971.51,0.3359,0.0676,0.1103,0.0798,fallback,42052.42076212839,68615.11849205269
EXP-8GOSD3M0,SME,UK,2,1562349.45,0.4701,0.0436,0.0619,0.1062,fallback,32022.476773002,45463.1034919455
EXP-AXYPBP0E,Retail,US,2,812810.06,0.2515,0.0455,0.0935,0.0851,fallback,9301.188719095,19113.431763415003
EXP-GP15CA8Z,SME,IT,1,3562997.15,0.5377,0.078,0.0858,0.086,fallback,149434.23826928998,164377.662096219
EXP-ERN6YJMK,Corporate,US,1,3640867.55,0.382,0.0134,0.0331,0.088,fallback,18636.87281494,46035.85747571
EXP-BE0TOGTE,Retail,FR,3,1473266.03,0.3668,0.0413,0.0621,0.0845,fallback,22318.271365905202,33558.4661458284
EXP-673UBLBV,SME,UK,3,1733477.54,0.3832,0.0532,0.1175,0.1069,fallback,35339.0891650496,78051.55971603999
EXP-0PA8JX54,Retail,ES,1,1915745.85,0.5921,0.0155,0.0804,0.1056,fallback,17581.8533256675,91198.774669914
EXP-I2NR1P02,Corporate,IT,2,1312268.98,0.3213,0.046,0.1058,0.097,fallback,19395.073070603998,44608.6680623892
EXP-H2XJQ2WD,Corporate,FR,1,1999366.47,0.2725,0.0299,0.0303,0.0996,fallback,16290.338155942502,16508.269101172504
EXP-VWLO7AMM,Retail,ES,1,327975.07,0.3151,0.0598,0.1177,0.0823,fallback,6180.0276845086,12163.6999743589
EXP-OXUCR9C0,Corporate,CN,1,2499883.48,0.4129,0.0219,0.0492,0.0713,fallback,22605.221366734797,50784.3329334864
EXP-WUO11K09,SME,ES,2,2262980.93,0.387,0.0209,0.0618,0.0592,fallback,18303.668656119,54122.80971043801
EXP-DK5199TM,Corporate,FR,2,4744607.27,0.2494,0.0377,0.0525,0.113,fallback,44610.600503302594,62123.51528974499
EXP-81LTO4RQ,SME,US,2,1603823.45,0.3453,0.0174,0.0793,0.061,fallback,9636.124128758998,43916.3588167005
EXP-XYDUPPGB,Retail,FR,1,2006271.26,0.2013,0.0681,0.1215,0.0927,fallback,27503.029755847798,49069.282163517004
EXP-LIUQDN05,Corporate,UK,2,4994560.32,0.4398,0.0613,0.1275,0.0886,fallback,134652.0476415168,280067.47266384005
EXP-G77LK6HQ,Retail,FR,3,4253041.98,0.2646,0.0358,0.097,0.0922,fallback,40287.7057031064,109159.42606707601
EXP-VL7FQ8AB,Retail,UK,2,3985800.25,0.5891,0.045,0.0528,0.1107,fallback,105661.57172737498,123976.24416012
EXP-ZE1XTAR0,SME,IT,2,4312223.16,0.2281,0.0392,0.0574,0.108,fallback,38557.8296296032,56459.6791004904
EXP-XPEFJ31E,Corporate,FR,1,3846119.96,0.3453,0.0602,0.096,0.0789,fallback,79949.5263757176,127494.261330048
EXP-LYQZ11MY,SME,IT,2,718331.0,0.2972,0.0438,0.0623,0.099,fallback,9350.77322616,13300.30073036
EXP-A5UZLZUK,Corporate,UK,2,1383741.91,0.2143,0.0198,0.0563,0.0971,fallback,5871.4106479974,16694.9706809219
EXP-NWBHKVJZ,Retail,UK,2,3721228.5,0.478,0.0203,0.0408,0.0784,fallback,36108.56862689999,72572.8866984
EXP-SSN7X5RR,Corporate,ES,1,4501020.0,0.589,0.0551,0.0962,0.0968,fallback,146075.652978,255035.89503599997
EXP-22XMQ664,Retail,US,2,1718411.31,0.3237,0.0257,0.0452,0.1129,fallback,14295.618344907902,25142.488295324398
EXP-LCTT058C,Corporate,CN,2,1020624.62,0.4657,0.0379,0.0448,0.0674,fallback,18014.055161738605,21293.6588719232
EXP-IZG9JJ00,SME,DE,1,3988376.62,0.2731,0.0755,0.1355,0.0866,fallback,82236.536946611,147590.07624193103
EXP-D5B2CRPR,Retail,DE,2,1046582.91,0.2976,0.0633,0.0967,0.0913,fallback,19715.612585212795,30118.479257347197
EXP-E51H3WQA,Corporate,US,2,2441281.03,0.4277,0.0507,0.111,0.0921,fallback,52937.6899541217,115899.08451494099
EXP-XJTMYSWE,SME,US,1,3159329.68,0.3315,0.0438,0.0637,0.0841,fallback,45872.519154696005,66714.14315420401
EXP-1YD5MY3G,SME,DE,1,4467902.33,0.4038,0.0447,0.0572,0.0649,fallback,80645.01155017379,103196.7485608488
EXP-7HYLGOGF,Corporate,UK,1,1533865.26,0.5066,0.043,0.0909,0.0728,fallback,33413.414050788,70634.4031910844
EXP-J7Q4KFMM,Corporate,UK,1,4905960.5,0.4614,0.0652,0.1198,0.0815,fallback,147587.38339044,271180.49892906
EXP-BOXFQJ3H,SME,UK,3,2820799.16,0.5051,0.0104,0.0762,0.0679,fallback,14817.7708194464,108568.66696555921
EXP-02WPJCF0,SME,UK,2,128158.2,0.371,0.0368,0.0759,0.0829,fallback,1749.7182729599997,3608.79393798
EXP-I9VCCMTP,Retail,IT,1,3908327.44,0.356,0.0772,0.1267,0.083,fallback,107413.34469900801,176285.89084668798
EXP-5VUUPLTX,Corporate,CN,2,379203.91,0.5909,0.0613,0.119,0.1072,fallback,13735.5884926847,26664.519259860997
EXP-ZL46Q5GQ,Corporate,ES,1,119040.53,0.5088,0.0148,0.0698,0.0733,fallback,896.4037606272001,4227.6339521472
EXP-FXP323C9,Corporate,IT,1,4857478.95,0.3036,0.0523,0.1176,0.0896,fallback,77128.410862206,173428.31964427198
EXP-KMCCDUEF,Retail,CN,1,4799343.41,0.5492,0.0329,0.0706,0.0902,fallback,86717.8002853988,186087.4376945032
EXP-PJQ50XCX,SME,IT,2,3054057.1,0.5972,0.0626,0.1163,0.0869,fallback,114175.069547512,212117.58128395598
EXP-KWOALF4V,Corporate,US,1,3699898.47,0.5794,0.0723,0.1004,0.0873,fallback,154991.04084535144,215229.60582120722
EXP-55F1HGAV,Corporate,US,1,3330355.33,0.508,0.0502,0.075,0.1046,fallback,84929.38948352801,126886.53807299999
EXP-XHF9I71A,Corporate,ES,1,1749112.81,0.2277,0.0709,0.1359,0.1084,fallback,28237.554766743306,54125.298911148304
EXP-BPH1VE8S,SME,CN,3,136865.2,0.547,0.0698,0.0844,0.0862,fallback,5225.595455120001,6318.628315360002
EXP-0LG92MJE,Retail,ES,1,3785465.72,0.2481,0.0442,0.0865,0.0505,fallback,41511.492794834405,81238.55490391799
EXP-4P4K9DXO,SME,ES,1,2007538.66,0.543,0.0348,0.101,0.1166,fallback,37935.253534824,110099.44273038
EXP-GASFQBVH,SME,UK,3,3650849.27,0.5589,0.0132,0.0725,0.0705,fallback,26934.067472439598,147933.32513271747
EXP-803G5DFR,Corporate,IT,2,2080233.09,0.263,0.0221,0.0876,0.0938,fallback,12090.938789007003,47926.074113892006
EXP-Q0FOT10G,SME,DE,1,3113348.71,0.2114,0.0118,0.0138,0.0744,fallback,7766.3106240692,9082.634458657201
EXP-94TEVWLQ,Retail,IT,1,469698.26,0.5953,0.0179,0.0512,0.0726,fallback,5005.043597786201,14316.102357913604
EXP-04HHE7IC,Corporate,DE,3,1834257.81,0.4454,0.0601,0.0935,0.0783,fallback,49100.4035572974,76387.483071669
EXP-L9YSU51E,Corporate,ES,1,535088.77,0.2905,0.0229,0.0691,0.0963,fallback,3559.6512879865,10741.1311790335
EXP-W29AW4IO,Corporate,DE,2,3684687.53,0.5403,0.0624,0.1184,0.0837,fallback,124228.20836144158,235715.06201914558
EXP-9QJP0XSM,SME,FR,1,946863.84,0.5478,0.078,0.1064,0.0739,fallback,40457.976901056,55188.83002913279
EXP-1J2PATD9,SME,US,1,3862318.87,0.3825,0.0168,0.0767,0.0584,fallback,24819.26105862,113311.7454283425
EXP-9C5SO79H,Corporate,US,3,1485610.03,0.5493,0.0315,0.062,0.0655,fallback,25705.436068588504,50594.826547698
EXP-UTBTTY9G,Retail,FR,1,1001398.83,0.4978,0.0468,0.1014,0.0976,fallback,23329.6285984632,50547.5286300036
EXP-F7V4K88K,Corporate,CN,2,3175219.98,0.4473,0.069,0.1216,0.1126,fallback,97999.036896726,172705.54908176637
EXP-ZYH0VC1F,SME,ES,1,1616387.2,0.4886,0.031,0.0362,0.1035,fallback,24482.770363519998,28589.557650304003
EXP-IMI8FO0V,Retail,UK,1,1962278.97,0.2638,0.0393,0.0807,0.0644,fallback,20343.6132568398,41774.28981748019
EXP-LDWQXKE0,Retail,ES,1,3364467.96,0.5042,0.0108,0.019,0.0549,fallback,18320.739250665603,32230.930163208
EXP-6EQV5Y21,Corporate,FR,2,1713472.18,0.3088,0.0792,0.1059,0.0572,fallback,41906.3205673728,56033.8301525856
EXP-X48PW5K0,Corporate,IT,1,3020547.18,0.4396,0.0354,0.0963,0.0948,fallback,47005.271927611204,127870.2736335864
EXP-D3IRVXD2,SME,UK,2,2104030.34,0.5345,0.0788,0.0846,0.0892,fallback,88618.81227832398,95141.51673535799
EXP-VV28UE1M,Corporate,UK,3,1885353.48,0.4076,0.0748,0.1016,0.1133,fallback,57481.56186791041,78076.5599703168
EXP-PQ5BO20P,SME,DE,1,4078264.86,0.4873,0.0128,0.0581,0.0897,fallback,25437.9323683584,115464.36489075179
EXP-BQ6MYM8J,Retail,US,1,3156301.16,0.3316,0.0305,0.0594,0.0727,fallback,31922.198672008,62169.79020056641
EXP-1TLOM344,Corporate,IT,1,4954968.69,0.3053,0.0656,0.0803,0.0931,fallback,99236.52733333923,121473.98086687711
EXP-6DOWX1H4,Corporate,ES,1,4027726.84,0.5864,0.0322,0.0536,0.0736,fallback,76051.8604110272,126595.6434171136
EXP-EU6ZU1TO,SME,UK,1,4479943.35,0.5019,0.0772,0.0998,0.0639,fallback,173582.931400578,224398.66002302698
EXP-FMMEN405,Retail,US,1,3561211.18,0.5659,0.0564,0.1161,0.0929,fallback,113662.3225413768,233975.1001250682
EXP-F9AIZH5P,Retail,US,1,1625943.12,0.2899,0.0678,0.085,0.0602,fallback,31958.269731086402,40065.67739148001
EXP-OTUO4UW5,SME,ES,3,1225964.2,0.2083,0.0529,0.1116,0.0683,fallback,13508.985337294002,28499.107063176
EXP-7LM8E49I,SME,CN,2,4019096.17,0.3054,0.0359,0.0989,0.059,fallback,44064.80773441621,121393.02186445022
EXP-IMZ93IJ4,Corporate,ES,2,3544686.05,0.4141,0.0173,0.0751,0.0807,fallback,25393.8827341765,110235.8724472055
EXP-UCM5FYCZ,Corporate,CN,1,2186559.41,0.5813,0.022,0.0612,0.1163,fallback,27963.033670726003,77788.07548401962
EXP-EOXLZKI2,Corporate,CN,2,147609.1,0.4391,0.0402,0.0937,0.0601,fallback,2605.5692635620003,6073.180099397
EXP-B1V1CCOF,Corporate,FR,1,4901090.99,0.4347,0.0704,0.1384,0.1186,fallback,149987.4994360512,294861.7886640552
EXP-LDOZY2NR,Retail,US,1,4180339.67,0.2118,0.075,0.126,0.0628,fallback,66404.69565794998,111559.88870535599
EXP-GOI9WM1S,SME,DE,2,1782233.19,0.4829,0.0715,0.1065,0.0543,fallback,61535.7891327465,91658.2033935315
EXP-TANA6U48,Corporate,FR,3,305139.54,0.3493,0.0218,0.0893,0.0935,fallback,2323.5582608195996,9518.0620500546
EXP-FNGP41S3,Retail,ES,1,2680717.83,0.5903,0.0168,0.0646,0.0935,fallback,26584.7859488232,102224.83168416542
EXP-7DYVGDGF,Corporate,CN,1,4442285.38,0.5175,0.0184,0.0838,0.1156,fallback,42299.44138835999,192646.36893176998
EXP-TMNI3GOM,Corporate,ES,3,2744422.37,0.3555,0.0414,0.0495,0.0995,fallback,40391.585114949,48294.2865504825
EXP-SUTOTHLQ,Corporate,FR,1,502914.05,0.4079,0.0564,0.0788,0.1161,fallback,11569.819352118,16164.924910405998
EXP-LRNR2KYB,SME,US,1,2027148.05,0.3508,0.0443,0.0787,0.0632,fallback,31502.772642141997,55965.422278478
EXP-X0TBKG8B,Retail,US,3,1542527.95,0.435,0.073,0.111,0.1112,fallback,48982.975052249996,74480.96206575
EXP-BHQGHLZR,Corporate,CN,3,2546790.4,0.5397,0.0456,0.0933,0.0929,fallback,62677.32671692799,128241.10926950398
EXP-AI33993N,Retail,US,2,4611210.83,0.2824,0.0583,0.123,0.0531,fallback,75918.6062082536,160171.330422216
EXP-YZ6L7X6O,Retail,DE,2,2997770.66,0.4487,0.0281,0.0927,0.1076,fallback,37797.3014334902,124690.7417396634
EXP-VWOZQXIW,SME,DE,1,1397652.55,0.5604,0.0672,0.1014,0.1132,fallback,52634.029662144,79420.991186628
EXP-8ZZKK4J1,SME,ES,1,341836.57,0.4148,0.0217,0.0735,0.1165,fallback,3076.9256604212005,10421.844978846
EXP-REBNDYCP,Corporate,IT,2,4233806.94,0.2803,0.0463,0.0488,0.1017,fallback,54945.88074855661,57912.72096176161
EXP-GHLU8M87,SME,IT,2,2989037.37,0.2164,0.0754,0.1291,0.064,fallback,48770.8075898472,83505.4543746588
